"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-02-16","205","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-02-23","199","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-03-02","178","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-03-09","180","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-03-16","169","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-03-23","168","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-03-30","181","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-04-06","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-04-13","174","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-04-20","205","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-04-27","182","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-05-04","177","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-05-11","206","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-05-18","196","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-05-25","212","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-06-01","194","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-06-08","205","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-06-15","199","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-06-22","203","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-06-29","209","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-07-06","217","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-07-13","223","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-07-20","211","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-07-27","227","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-08-03","233","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-08-10","227","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-08-17","212","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-08-24","226","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-08-31","198","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-09-07","239","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-09-14","235","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-09-21","204","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-09-28","217","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-10-05","220","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-10-12","202","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-10-19","224","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-10-26","191","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-11-02","202","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-11-09","225","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-11-16","190","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-11-23","198","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-11-30","208","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-12-07","169","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-12-14","183","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-12-21","205","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-12-28","206","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-01-04","184","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-01-11","208","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-01-18","223","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-01-25","160","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-02-01","186","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-02-08","206","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-02-15","203","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-02-22","188","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-03-01","224","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-03-08","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-03-15","190","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-03-22","203","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-03-29","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-04-05","197","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-04-12","182","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-04-19","204","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-04-26","208","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-05-03","207","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-05-10","228","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-05-17","198","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-05-24","191","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-05-31","197","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-06-07","205","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-06-14","216","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-06-21","229","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-06-28","199","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-07-05","225","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-07-12","230","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-07-19","217","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-07-26","227","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-08-02","234","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-08-09","242","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-08-16","229","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-08-23","222","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-08-30","199","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-09-06","207","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-09-13","235","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-09-20","232","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-09-27","216","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-10-04","210","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-10-11","239","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-10-18","202","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-10-25","210","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-11-01","205","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-11-08","195","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-11-15","181","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-11-22","236","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-11-29","198","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-12-06","221","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-12-13","209","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-12-20","199","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2015-12-27","183","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-01-03","213","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-01-10","201","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-01-17","193","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-01-24","167","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-01-31","193","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-02-07","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-02-14","180","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-02-21","175","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-02-28","199","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-03-06","175","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-03-13","168","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-03-20","174","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-03-27","193","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-04-03","210","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-04-10","204","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-04-17","217","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-04-24","198","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-05-01","180","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-05-08","205","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-05-15","220","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-05-22","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-05-29","216","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-06-05","207","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-06-12","236","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-06-19","175","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-06-26","210","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-07-03","209","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-07-10","202","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-07-17","237","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-07-24","208","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-07-31","216","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-08-07","217","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-08-14","215","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-08-21","204","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-08-28","209","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-09-04","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-09-11","218","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-09-18","242","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-09-25","218","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-10-02","212","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-10-09","214","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-10-16","215","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-10-23","186","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-10-30","187","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-11-06","187","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-11-13","209","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-11-20","204","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-11-27","211","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-12-04","211","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-12-11","213","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-12-18","219","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2016-12-25","188","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-01-01","211","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-01-08","175","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-01-15","220","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-01-22","203","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-01-29","208","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-02-05","187","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-02-12","215","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-02-19","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-02-26","205","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-03-05","223","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-03-12","214","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-03-19","204","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-03-26","230","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-04-02","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-04-09","215","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-04-16","223","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-04-23","231","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-04-30","215","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-05-07","210","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-05-14","218","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-05-21","234","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-05-28","227","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-06-04","222","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-06-11","217","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-06-18","231","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-06-25","248","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2017-07-02","221","Number","02-02-21"
